Name;score;content
Husnul EmLocal Guide · 47 ulasan · 139 foto;5;Museum batik Pekalongan terdapat macam2 batik yang dijaga, cocok untuk wisatawan yang ingin menambah ilmu, budaya, dll. Anak² juga cocok untuk berkunjung ke tempat ini. Banyak rombongan anak² sekolah juga disini. Tak hanya itu, kita bisa belajar membatik juga disini. Suasana santai, adem, nyaman. Ada taman dan toilet yang bersih.
dhina yunitaLocal Guide · 33 ulasan · 5 foto;5;Di jaman tidak pandemi, mereka komit ganti tema tiap 4 bulan sekali. Menarik sekali. Arsitektur nya terjaga baik. Display nya bagus. Guide nya ada yang pensiunan Marinir, cinta banget sama batik. Jadi tau banyak sekali tentang batik lewat beliau. Respect.
Irfananda S. HutomoLocal Guide · 39 ulasan · 185 foto;5;"Dahulu gedung ini merupakan bekas kantor balai kota Pekalongan, pada masa penjajahan kolonial. Gedung tersebut merupakan kantor keuangan yang membawahi tujuh pabrik gula di karesidenan. ada tanggal 12 Juli 2006 museum ini diresmikan oleh Presiden Republik Indonesia, Prof. Dr. H. Susilo Bambang Yudhoyono, M.A., GCB.AC bersamaan dengan perayaan Hari Koperasi Nasional ke 59. Museum batik ini dijadikan pusat data dan informasi mengenai batik; sebagai pusat riset dan pengembangan ilmu desain batik, perpustakaan dan acuan dalam hal perbatikan; mengkoleksi batik klasik, batik lawasan dan batik kontemporer. Tiket masuk disini pun tergolong murah hanya 5000 saja. Disini terdapat 3 ruang pameran dan juga dilengkapi dengan tour guide yang akan memandu dan menjelaskan kepada pengunjung tentang perkembangan batik di Pekalongan serta lokasinya pun sangat strategis di daerah KM 0 kota Pekalongan."
Reza S. NugrahaLocal Guide · 76 ulasan · 224 foto;5;Salah satu museum bersejarah di kota Pekalongan sekaligus ikon kota batik. Di museum batik terdapat banyak edukasi tentang batik, macam-macamnya dan cara pembuatannya. Pemandunya sangat ramah dan harga tiket masuk sangat murah. Destinasi wajib jika traveling ke kota Pekalongan. Tersedia juga masjid yang besar dan luas di pinggir jalan utama.
KintanLocal Guide · 33 ulasan · 36 foto;5;Rekreasi murah meriah, HTMnya hanya 7000 dapet bonus stiker dan gantungan kunci. Ada 3 ruang pamer dan ruang workshop. Setelah selesai keliling ruang pamer bisa latian membatik khususnya cara mencanting. Buat temen2 dari luar kota rekomen banget buat mampir apalagi untuk edukasi anak2, seru sekali ??
Justina WSLocal Guide · 289 ulasan · 2.125 foto;5;Menambah pengetahuan kita tentang batik. Ada 3 ruang pamer yang memamerkan kain batik khas berbagai daerah nusantara, alat membatik, sejarah batik Pekalongan. Ada workshopnya juga, bisa mencoba belajar membatik menggunakan canting. Ada toko souvenir juga yang menjual berbagai pernak-pernik berbahan batik.
Muhamad HabibiLocal Guide · 1.317 ulasan · 15.276 foto;5;"Museum Batik terlengkap di Dunia.
Letaknya strategis. Dekat pusat kota.
Koleksi sangat lengkap berbagai batik dr seluruh nusantara indonesia.
Jika anda dr luar kota sendiri dan naik kereta.
Cukup turun di stasiun pekalongan dan bisa naik grab atau gojek.
Recommended bagi yg ingin belajar sejarah batik."
hasan sadiq syahabLocal Guide · 548 ulasan · 17.307 foto;5;"Nah, ini dia salah satu tempat wisata di Pekalongan yang memamerkan aneka kerajinan batik, Museum batik Pekalongan. Kalau anda berada di Pekalongan, Museum ini menjadi destinasi liburan yang wajib kamu kunjungi.
Lokasi Museum Batik Pekalongan ada di Jalan Jetayu No.1 Pekalongan ini menampung ratusan koleksi mulai dari yang kuno sampai modern dengan berbagai corak dan karakter.
Dengan harga tiket masuk yang tergolong murah, kamu bisa melihat-lihat beragam koleksi batik Nusantara yang terbagi ke dalam tiga ruang pameran."
Ardyan Utomo7 ulasan · 10 foto;5;"Hari sabtu tapi pengunjung hanya 8, ga terlalu rame. Tempat bersih dan rapi. Adem didalam ac nyala. Toilet bersih, pelayanan baik.
Ayo pada main kesini, bisa belajar batik juga."
Susilowati Budi3 ulasan · 11 foto;5;Tempatnya bagus
Bunda AisyahLocal Guide · 573 ulasan · 1.776 foto;5;Berbagai pengetahuan tentang batik. Lengkap disini. Ada workshop nya juga untuk belajar membatik.. kalau kesini pakai guide ya.... biar ngerti dan dapat penjelasan penuh. Gak cuma sekedar kita baca2 informasinya.  Namun bisa juga tanya jawab langsung
k djatmikoLocal Guide · 205 ulasan · 145 foto;5;Bagus sekali, kalau ke Kota Pekalongan jangan sampai terlewatkan, koleksi batik yg dipamerkan bagus2 dan menambah pengetahuan perihal sejarah batik di Nusantara, depan museum ada lapangan yang bagus untuk foto2 ...
Mada 26Local Guide · 196 ulasan · 151 foto;5;Koleksi Batik yang cukup lengkap,bisa belajar praktik membatik juga
rachel girsangLocal Guide · 233 ulasan · 577 foto;5;Main ke Pekalongan sekalian belajar tentang batik. Bagus loh diakhir tour diajarin mencanting dan bisa dibawa pulang untuk kenang-kenangan. Harga tiket juga murah meriah menyenangkan.
Ayyasyi DikroLocal Guide · 411 ulasan · 346 foto;5;"Tempat utk wisata sekaligus belajar dan mengenal macam dan alat berbagai batik.
Area deket dgn simpag5/ km.0 pekalongan, dan dekat masjid yg sgt nyaman utk sholat berjama'ah....
Pokoknya tempat yg sgt strategis banget"
Choirunnisa IhsanLocal Guide · 277 ulasan · 280 foto;5;"Selamat hari batik
Tempatnya bagus, edukatif juga. Ada kaya video tayangan sejarahnya
Keren deh
Dan tiketnya murah"
Muhammad BenbellaLocal Guide · 95 ulasan · 1.279 foto;5;"Mengunjungi museum tidak terkesan kaku, ada banyak hal yang bisa kita dapatkan di Museum Batik Pekalongan. Tentu saja semua hal tersebut yang berkaitan dengan batik. Tidak hanya memanjakan visual kita pada keindahan kain batik, tetapi kita bisa menambah wawasan kita tentang batik. Karena kita bisa praktek langsung apa dan bagaimana membatik.
Mengenai fasilitas, sudah lengkap dan layak untuk membuat nyaman pengunjungnya. Halaman parkir, toilet yang bersih, kantin, perpustakaan, juga aula. Di kantin, selain makanan, ada juga souvenir pernak pernik yang berhubungan dengan batik."
Yuliyanti Magdalena M SalimLocal Guide · 28 ulasan · 70 foto;5;"Tempat belajar BATIK yang menyenangkan, guide nya juga baik,  anak kecil yg tanya tetap dijawab dengan bahasa yg mudah dipahami...
Petugas di tempat membatiknya juga baik dan ramah
Tiket masuk tergolong murah...
Dewasa 5K
Anak2  2K
Sedikit saran,  kura2 di kolam taman,  lha mbok yao  punggungnya di sikat,  kasian.... Lumut semua..."
alldreeAbyna SyafiraLocal Guide · 45 ulasan · 94 foto;5;Es Kopi modern simple dan praktis.
Ulul AlbabLocal Guide · 136 ulasan · 114 foto;5;Wisata edukasi batik yang terjangkau, cukup lengkap koleksinya, bisa juga beli batik jadi, ada juga kesempatan buat mempraktekan membatik
zidnil karomahLocal Guide · 21 ulasan · 7 foto;5;Hari ini menemani murid belajar membatik batik tulis. Dengan tiket masuk Rp 7.000,00 untuk orang dewasa dan Rp 3.000,00 untuk anak kecil, Kami sudah mendapat kain untuk praktik membatik ukuran sapu tangan dan diajari membatik tulis atau batik cap oleh petugasnya dengan ramah.
Akbar AkbarLocal Guide · 117 ulasan · 192 foto;5;Tempat wisata yang mengedukasi terkait dengan sejarah dan serba serbi terkait dengan batik khususnya batik pekalongan
Joko SukinoLocal Guide · 48 ulasan · 236 foto;5;Koleksi batik yang mengagumkan. Karya adiluhung bangsa yang mendunia tersimpan disini.
Novia RochmawatiLocal Guide · 332 ulasan · 3.073 foto;5;Penjelasannya jelas. Cocok untuk menambah pengetahuan soal batik. Tempat ini juga cocok untuk prewed terutama yang ingin konsep klasik jawa. Dan tidak ada biaya tambahan.
aji sukmaLocal Guide · 79 ulasan · 237 foto;5;Seneng banget bisa nyobain bikin batik kombinasi (cap & tulis) di museum batik pekalongan. Koleksi museumnya juga lumayan lengkap walaupun gak terlalu banyak. Buat yg mau tau sejarah batik sampai pekalongan disebut kita batik, wajib mampir sini sih.
Rizky Kurnia GunawanLocal Guide · 115 ulasan · 187 foto;5;Sedih sih, pas kesini sedang ngk bisa masuk karena ada acara 1 syuro. Tapi seneng bisa liat2 bagian luar n bisa keliling sekali di alun2 yang ada di depannya. Dari bagian depan terlihat terawat, harusnya di dalem karen sih.
Muchammad ZamrieLocal Guide · 69 ulasan · 220 foto;5;Mengisi liburan sekolah di sini.. Mengenalkan batik pada anak-anak sebagai budaya dan seni.. Tarif masuk nya murah.. Koleksi batik yang ditampilkan cukup beragam, dari yang modern hingga yang bernilai sejarah.. Dapat pengalaman membatik sendiri yg disukain anak-anak, mengenal penggunaan canting dan malam untuk membuat pola batik.. Kekuranganya hanya tempat2 yg instagramable sebagai spot foto, pemandu (berbayar/tidak) bagi pengunjung perorangan agar lebih mendapatkan informasi, dan durasi yang dirasa terlalu singkat karena memang museumnya tidak besar..
Kiara Putri LinggarjatiLocal Guide · 224 ulasan · 1.082 foto;5;"Guidenya ramah, menjelaskan dengan santai dan mudah dipahami. Nanti juga bisa nyoba belajar mbatik, dipandu sama petugasnya n gratis. Jual souvenir"" juga seperti dompet, gantungan kunci, dll. per orang cuma 5000 aja."
Achmadda Najdan (Alaikassalam)Local Guide · 66 ulasan · 124 foto;5;Museum batik terdiri dari 3 ruang, ruang pertama berisi alat dan bahan untuk membatik beserta kain yg bermotif batik dari seluruh indonesia termasuk juga beberapa kain yg mempunyai motid pengaruh dari negara lain seperti belanda,india dan jepang. Ruang kedua berisi kain batik yg motifnya dari berbagai daerah di indonesia seperti dari jawa tengah, bali, dan sumatra. Sedangkan ruang terakhir terdapat berbagai motif dari pekalongan sendiri diantaranya motif gunungan semen dan sawat.
Elizabeth ElizabethLocal Guide · 42 ulasan · 146 foto;5;"Tempat yang bagus untuk jalan2, menambah pengetahuan dan juga pengalaman. Cocok juga utk tujuan wisata dengan anak2.
Tiket masuknya 7rb utk dewasa dan 3rb utk anak2. Disana sudah termasuk pengalaman membatik juga. Tapi batiknya belum bisa diwarnai (kalau mau include diwarnai harus booking dulu beberapa hari sebelumnya)"
Rangga YudhikaLocal Guide · 395 ulasan · 825 foto;5;"Museum sangat baik dan edukatif. Ada proses cap pola batik dan menulis batik utk anak2  sayang suhu ruangan tidak berAC.
Gedung sangat tua dan antik"
Nadiah FatinaLocal Guide · 64 ulasan · 12 foto;5;"Terima kasih Museum Batik! Terima kasih info serunya mengenai batik dan panduannya ke tiap ruangan. Seru banget bisa nyobain ngebatik gambar sendiri ??
Koleksi batiknya bagus bagus banget lucu
Tiket masuknya terjangkau dan ramahramah stafnya"
faza fakhryLocal Guide · 86 ulasan · 1.113 foto;5;museum batik pekalongan disini anda akan tau sejarah dan makna dari motif batik itu bukan cuma itu di museum ini anda jg akan di ajari membatik dengan menggunakan canting atau batik tulis dan anda bisa mengetahui bahan apa saja untuk membuat batik dari yg alami hingga yg kimia
Devita Aulia MubrikhoLocal Guide · 67 ulasan · 48 foto;5;Lovely place, tempat yg harus dikunjungi kalo ke pekalongannn
Fahrudin DarmawanLocal Guide · 103 ulasan · 202 foto;5;Salah satu museum yang menyimpan berbagai macam jenis batik. Terdapat kelas untuk belajar membuat batik dan bisa dibawa pulang. Cocok untuk rekreasi dengan konsep kreativitas yang tinggi untuk anak-anak.
Bu Dilla Nur SetyawatiLocal Guide · 72 ulasan · 93 foto;5;Museum batik yang cukup ramai. Baik batik tulis, cap dan motif2nya yang beragam dari seluruh nusantara. Dengan suara burungnya di tengah2 museum, dengan gelantungan koleksi batiknya yang eksotik, dan dengan pengalaman membatik yang berkesan.
Dasum AuciLocal Guide · 238 ulasan · 765 foto;5;Banyak pengetahuan yg bisa didapatkan terkait luhurnya nilai kebudayaan Kita
indyana putraLocal Guide · 91 ulasan · 26 foto;5;"tempat edukasi yang menarik..
belajar tentang batik Nusantara...."
Ali Salim NahdiLocal Guide · 53 ulasan · 42 foto;5;Tempat bagus untuk mengenal batik jauh lebih dalam, awalnya saya kira batik hanyalah benda biasa namun ternyata setelah berkunjung ke museum batik saya jadi lebih paham bahwa batik bukanlah sekedar kain biasa. Setiap corak memiliki makna dan arti khusus yang sangat mendalam. Keren banget aslii.. Terima kasih banyak museum batik pekalongan
Syakir “SYKR” IlmuTALocal Guide · 11 ulasan · 27 foto;5;Bagus menambah wawasan tentang jenis,motif batik di seluruh Indonesia dan mengenal alat alat pembuatannya
Rizki SyamsiyahLocal Guide · 44 ulasan · 116 foto;5;"Tempat wisata edukasi yang asyik dan murah meriah! Lokasinya ditengah kota, di dalam bangunan kuno nan cantik kita bisa belajar tentang seluk beluk batik, bahkan disediakan ruang praktek membatik lhoh...!! Ayo, belajar sambil jalan"" kemari."
My Precious TravellingLocal Guide · 27 ulasan · 129 foto;5;Khas Batik banget. Ada empat ruang : Ruang 1-3 adalah ruang tmpat memamerkan batik sedangkan ruang terakhir adalah ruang pemrosesan batik, bagi yang ingin mencoba membatik, diperbolehkan, dan bisa melihat prosesnya juga sampai selesai.
Dzakiyyah Ayu9 ulasan · 8 foto;5;Tempatnya bagus, trus kita bisa belajar membatik juga disana. Yuk untuk kamu wisatawan atau masyarakat bisa mengunjungi museum batik, sekaligus meramaikan ya.. karna kesian disaat keadaan seperti ini pengunjung nya tidak begitu ramai malah termasuk sepi.. yuk ramaikan
Dita WidiartatiLocal Guide · 14 ulasan · 43 foto;5;Tempatnya adem, tiket masuk murah 7rb plus bisa belajar membatik juga didalem. Petugas juga ramah
Binti Rohmatus SakdiyahLocal Guide · 57 ulasan · 42 foto;5;Fieldtrip minggu lalu,  mengunjungi tempat yang khas dan wajib dikunjungi saat berada di pekalongan.  ?? museum batik disini memamerkan banyak sekali  macam2 dan model2 batik yang bagus dan unik2..  Jadi semakin cinta dan kagum dg Indonesia ?? dan yang paling menyenangkan kita bisa belajar membatik langsung dg di bimbing orang2 yg sudah ahli disana.. Ini seru sekalii..  Sebentar lagi libur tibaa.. Yang bingung mau liburan kemana,  bisa ke sini..  Dijaamin menyenangkan dan menambah wawasan ilmu pengetahuan ????
Dewi Gedhe Collection Surfer JeansLocal Guide · 254 ulasan · 376 foto;5;Kegiatannya hidup, biasa lihat klo pas bertandang sholat ke masjid sebelahnya.
Uw aSLocal Guide · 36 ulasan · 70 foto;5;Tiket masuk murah meriah sudah include membatik dan hasilnya bisa dibawa pulang, cocok untuk anak-anak juga, sangat mengedukasi, banyak spot foto per-batik-an
Muhammad Yusuf PamungkasLocal Guide · 72 ulasan · 53 foto;5;Beraneka motif batik penuh dengan sejarah didalam nya, menambah wawasan mengenai sejarah batik di Indonesia. Dengan tempat yang tertata dan rapi, menambah kesan yang lebih kuat pada kesan yang didapat para pengunjung. Apalagi harga tiket yang masih menjangkau disetiap elemen masyarakat, semoga kedepan lebih menambah daya tarik dan menggugah para pengunjung yang ingin datang. Sukses!!
amrina rosyadaLocal Guide · 31 ulasan · 23 foto;5;Tempat bersejarah yang harus dikunjungi.. diaini kita dapat mengenal jenis batik,asal usul nya,cara pembuatan batik,dan sejarah batik pekalongan. Disini kita juga bisa mencoba langsung cara pembuatan batik tulis dengan menggunakan canting dan malam.. lokasinya yang strategis,tiket masuk nya juga murah 5rb/orang sepertinya..
Elang ExotictLocal Guide · 271 ulasan · 6.712 foto;5;"Suasana yang semarak di waktu malam hari di lapangam jetayu  0 KM Pekalongan.. Meroah dan nyaman.. Terdapat museum batik kebanggan wong pekalongan yg sebwlahnya terdapat masjid agunh yg megah dan indah buat ibadah kaum muslim
.yang juga dekat dengan Gereja dan vihara.. Benar2 perpaduan antar agama yg bepadu.. Tanpa apik dan serasi.. Mencerminkan kedamain kota Pekalongan"
Angga Prasetiyo1 ulasan · 5 foto;5;Silahkan yang mau ngadain birtday priweding atau pun acara keluarga meeting kantor atau pun tefresring ningkorong nongkrong di sini silahkan tempatnya bagus sekarang udah ada perubahan lhooo.....
Rudy Kurniawan SantosoLocal Guide · 59 ulasan · 446 foto;5;Berlokasi di alun alun Kota Pekalongan.. tempat yang menarik untuk belajar mengenai corak batik dari berbagai penjuru kota di Indonesia dan sejarah Batik Pekalongan
Nur Kholifoh5 ulasan;5;"Sangat bagus,utk edukasi.
Tempatnya bersih sekali,ruang an museun semua bersih & terawat,toilet bersih,mushola bersih,petugas jg ramah.next mau kesini lagi"
natasha anggraeniLocal Guide · 23 ulasan · 20 foto;5;"tempatnya super bagus & sangat edukatif. ada tour guidenya juga kalau mau! super baikk!! ada workshop ngebatik juga nantii.
pelayanan sangat ramah??"
Khoirul IkhwanLocal Guide · 12 ulasan · 45 foto;5;Mengenal koleksi batik Nusantara dan dapat mempraktekkan langsung proses pembatikan dari awal hingga finishing.
Siti Fathonah GamaLocal Guide · 43 ulasan · 16 foto;5;Tempat belajar batik dari mulai motif sampai cara membuatnya. Disini juga bisa belajar membatik sederhana maupun workshop pembuatan batik. Guidenya ramah dan baik hati.
Vera Hermawan2 ulasan · 2 foto;5;Museum yang bersejarah bagi kota peklongan. Menjadi sebuah simbol bagi kota pekalongan. Di sana kita dapat melihat dari proses awal pembuatan kain sampai dihias dengan bermacam jenis motif batik se nusantara. Asa beberapa ruang koleksi batik dari berbagai kota di indonesia yang bisa kita lihat disana. Tiap motik kain batik punya arti dan ciri khas nya masing masing. Disana kita juga bisa belajar membatik dengan menggunakan canting dan membuat motif batik kita sendiri. Disana juga ada masjid yang besar dan bersih untuk ibadah. Harga tiket masuk museum batik adalah 5000 saja. Sangat terjangkau dan ada harga khusus untuk wisatawan asing.
Anton Prasetyo SusantoLocal Guide · 137 ulasan · 279 foto;5;Museum nya bagus???? disayangkan minat masyarakat ttg batik agak kurang …
akhmad syarifudinLocal Guide · 6 ulasan · 41 foto;5;Pelayanan mantap joss... sopan dan murah meriah... dipandu dg baik sopan dan ilmu nya dpt... diajari batik cap juga...
indra wiradesaLocal Guide · 7 ulasan · 2 foto;5;Tempatnya nyaman,nuansa bangunan kuno, full AC,tiket murah
RSF0616 FazrisSusiLocal Guide · 50 ulasan · 215 foto;5;Tempatnya bagus untuk menambah wawasan kita tentang batik nusantara, kita juga bisa mencoba membuat batik
Nova RayyanLocal Guide · 157 ulasan · 6 foto;5;"Wajib kesini sih
Buat nambah ilmu tentang sejarah batik dunia"
Durotul 112233Local Guide · 5 ulasan · 23 foto;5;Sudah berkali-kali masuk museum batik
Mas MitoLocal Guide · 251 ulasan · 423 foto;5;Museum yang unik, seru karena bisa belajar membatik juga disana. Htm 5rb. Jam 3 sudah tutup. Kalau mau bawa pulang batik bingkai bayar 25rb
mb brotodiantoLocal Guide · 51 ulasan · 3 foto;5;Menarik... bisa ikut mencoba & merasakan cara membatik, baik cap maupun tulis... ??
Hendra PratamaLocal Guide · 68 ulasan · 35 foto;5;Sarana pengetahuan umum yg menyenangkan bagi keluarga. Tempat yg bersih tapi perlu perawatan berkala. Pemandu sangat ramah dengan kegiatan belajar membatik
Ria AsLocal Guide · 96 ulasan · 1.553 foto;5;Bisa belajar membatik dan juga bisa melihat koleksi batik dari berbagai jaman
Ibnu RozaqLocal Guide · 46 ulasan · 100 foto;5;Mantab.. meski kami sekularga saya yg datang . Tetap di sambut dan di antar oleh Tour guide .
Talim ChannelLocal Guide · 70 ulasan · 200 foto;5;Sangat bagus dengan dipandu Guide yang berpengalaman sehingga jadi tahu motif2 batik di Pekalongan & Indonesia
wan's (Wan's Studio)Local Guide · 11 ulasan · 41 foto;5;tempat yg bagus, cocok buat wisata edukasi.
Budoyo chanelLocal Guide · 49 ulasan · 124 foto;5;Pusatnya batik pekalongan... Ada musium di sana biar kita bisa tau sejarah batik pekalongan... Mantap gaesss.. Gue juga pengen kesana lagi
andrianus ichsanLocal Guide · 42 ulasan · 36 foto;5;Pengalaman saya kesini cukup menarik, pertama kita akan membayar karcis 5000 rupiah per orang. Setelah membayar kita bisa menikmati keindahan keindahan batik batik yg dipajangkan, juga bisa belajar membatik karena di sediakan sarana belajar nya. Walaupun utk ukuran museum, meseum batik di Pekalongan cukup kecil jadi tidak banyak tempat yg bisa di jelajahi.
Okinawa Rikenata Aida Islamiyah11 ulasan · 17 foto;5;"Tempat yang cantik nan adem. Belajar banyak tentang batik disini. Tiket masuk juga murah. Anak-anak 3000, dewasa 7000, turis internasional 20.000
Dikenalkan ke berbagai macam kain yang dipakai untuk membatik, pewarna batik (alami, non alami), canting, dan juga corak batik khas Pekalongan dari era kolonial. Seneng banget, pemandunya Bu Ayu orangnya ramah banget. Terbaik lah, sampe betah nongkrong 3 jam disana. ??????"
hagia yogiezaLocal Guide · 178 ulasan · 243 foto;5;"alhamdulillah bisa mampir ke museum batik ini.
dari luar, saya sudah terpana melihat bangunan klasiknya. begitu masuk di pintu depan, tampak desain pintu, selasar dan tiang khas zaman belanda."
Rahayu Pancasari29 ulasan · 2 foto;5;Recommended, bagus banget. Kita bisa mempelajari batik dan prosesnya di sini. Bangunannya unik. Koleksi batiknya cantik2. Karyawan ramah2. Bisa jg belajar membatik dsini. Kalau jalan2 ke Pekalongan, jgn lupa mampir ksini.
Robby AriantoLocal Guide · 77 ulasan · 7 foto;5;Dapat banyak pengetahuan soal sejarah batik, bisa belajar membatik pula dan bapak guide nya sangat baik dalam menjelaskan.
Aris SuandiLocal Guide · 568 ulasan · 503 foto;5;"Kain batik Nusantara.
Ada Workshop membatik...
Tour Guide-nya ramah... Tq."
Zaky HanzaLocal Guide · 25 ulasan · 121 foto;5;"Tempat yg sangat cocok untuk mengenal budaya pekalongan dengan belajar membatik, di sana juga terdapat beragam batik dari mulai model kontemporer sampai modern.
Untuk tiket masuk cuma 5000 saja, apabila rombongan bisa ada guide di dalamnya.
Jangan lupa setelah ke sana mampir makan nasi megono khas pekalongan atau TAUTO nya.
Salam trip
Dari Hanzatrip"
Edvin Ramadhan (Kae Vinn)Local Guide · 100 ulasan · 37 foto;5;Koleksi sangat lengkap, pelayanan ramah, cocok sekali untuk wisata pendidikan, atau wisata budaya batik di Indonesia.
elva maulidia7 ulasan · 32 foto;5;KB TK Roudlotul Ulum Poncol sudah kunjungan dong di musium batik....
27_Aresya Maulida6 ulasan · 1 foto;5;mas-mas guide nya ramah banget, engga kaku, dijelasin sama guidenya jadi tambah paham tentang batik dan pas mampir ke workshop nya juga keren banget, ternyata membatik itu seru
Yulianti UlieLocal Guide · 281 ulasan · 3.264 foto;5;Tempat wisata sekaligus edukasi mengenai batik,,sejarah batik,pada malam hari banyak aneka mainan,ada mobil nyala juga
Wahyu MinulyoLocal Guide · 115 ulasan · 152 foto;5;Tempat yang sangat bagus dan edukatif banget untuk mengenal budaya dan sejarah batik
avifany fauziahLocal Guide · 28 ulasan · 62 foto;5;Lokasi gampang di cari nya... sayang ny pas kesana ternyata tutup jadi gak smpt foto2 di dlm museum ...
harjono halimLocal Guide · 390 ulasan · 738 foto;5;Motif batik banyak sejarah nya. Banyak yang bisa kita pelajari dari batik.
HKI18 Abdul Haris MusyafakLocal Guide · 33 ulasan · 47 foto;5;Dimusium batik pekalongan tempat strategis dan disana banyaj sekali disajikan jenis jenis batik nusantara dan ada pemandu yang membantu jika akan praktik membatik
??SaniLocal Guide · 18 ulasan · 50 foto;5;Museum batik historis bgt, punya banyak koleksi batik gak cuma yg dari Pekalongan aja tapi seluruh Nusantara
suteja “Jajamiraja” KusumaLocal Guide · 103 ulasan · 233 foto;5;Museumnya kecil.. Cukup menarik displaynya..
Bambang SetiawanLocal Guide · 3 ulasan · 21 foto;5;"Capret Kriukk Suharti terbaik.. tanpa penyedap rasa.. tp rasa gurih, Renyah...
Recommended pokoknya buat oleh2...."
Henry NoganzLocal Guide · 85 ulasan · 240 foto;5;Pecinta batik wajib ke sini.. ???? …
Bambang PurwantoLocal Guide · 124 ulasan · 98 foto;5;Parkiran cukup nyaman, untuk edukasi tentang batik terutama generasi muda sangat baik, guidenya sangat sopan dan menyenangkan, ditambah lagi bisa praktek dan toiletnya bersih.
Sobirin seLocal Guide · 26 ulasan · 312 foto;5;Sangat bagus untuk edukasi anak
Kamulia PrawiraLocal Guide · 16 ulasan · 23 foto;5;Semoga koleksi sejarah batiknya semakin bertambah.
Rayendra Nico Adhitya59 ulasan · 122 foto;5;Tempat wisata sekaligus edukasi khususnya  untuk anak karena bisa langsung belajar membatik
RIRIN INDAH SARILocal Guide · 46 ulasan · 73 foto;5;Salah satu bangunan bersejarah di Kota Pekalongan. Peninggalan jaman Belanda. Sempat difungsikan sebagai kantor pemerintahan. Sekarang berfungsi sebagai Museum Batik Pekalongan.
Ditya ArtiningsihLocal Guide · 48 ulasan · 75 foto;5;Suka bangets...jd tambah cinta dg batik dari mulai prosesnya yg rumit ga heran kalau dihargai sd jutaan satu lembar, lama prosesnya ada yg sampai 3 th. Dg motif yg dihasilkan rasanya pngeen ngoleksi batik. Warna warni dan motifnya unik. Lokasi museum batik strategis, coba jg y belajar lukis batik ada yg gratis jd  sd diwarnai lho 25rb sdh bisa bawa pulang dan pajang deh di rumah atau tempat kerja. Ada jual paket batik lengkap dg 2 canting, kain, kompor, lilin dan warna. Syang waktu kesana dah habis stoknya.
Iwan IrawanLocal Guide · 150 ulasan · 447 foto;5;Ibarat kata lagu Slank, kota Batik di Pekalongan sangatlah tepat. Museum ini menampilkan sejarah perkembangan batik yang terperinci dan detail. Bagaimana batik bertranformasi dari selembar kain yang bercorak menjadi jati diri bangsa Indonesia. Motif yang ditampilkan menceritakan filosofi tersendiri yang otentik. Bagi kita yang mau belajar membatik di bagian belakang tersedia tempat belajar dan hasilnya bisa kita bawa pulang. Untuk ke museum ini lokasinya sangat strategis di kota Pekalongan berhadapan dengan taman Jatayu.
Erfin KuLocal Guide · 209 ulasan · 698 foto;5;"Cocok sebagai objek wisata bagi yang mampir ke Pekalongan, di sini kita di pandu untuk mengenal berbagai macam batik dan sejarahnya, bahkan kita juga di ajari untuk membatik. Untuk tiket masuk dewasa Rp 5.000 dan anak-anak Rp 2.000, dan itu sudah termasuk pemandu nya yang akan menjelaskan banyak hal kepada kita..
Mantap lah..."
Arifin NurLocal Guide · 261 ulasan · 57 foto;5;"Akses nya mudah . .
Koleksinya lumayan lengkap sebagai edukasi perbatikan di indonesia khususnya pekalongan"
Yasir Samsung5 ulasan · 10 foto;5;Keren... Banyak batik nya
Muhammad Farid HakimLocal Guide · 336 ulasan · 314 foto;5;Museum Batik Pekalongan menampilkan sebuah perjalanan panjang suatu warisan budaya yang telah ada sejak ratusan tahun lalu yang berkembang, dari awal perjalanan hingga berkembang sampai saat ini. Selain itu, kita juga dapat belajar bagaimana merasakan pengalaman menjadi seorang pengrajin batik disini, tour guide yang berpengalaman dan ramah
dinah susi tjokroaminotoLocal Guide · 172 ulasan · 11 foto;5;Museum yang baik, karena selain menyimpan sejarah Batik, juga ada pelatihan untuk belajar buat Batik, untuk anak2, remaja dan dewasa.
Ratna Novitasari M KLocal Guide · 20 ulasan · 6 foto;5;Mantap sekali untuk wisata bersejarah
ABDAN DZAKIR2 ulasan;5;Batiknya bagus bagus nih
Zulmar AdigunaLocal Guide · 28 ulasan · 23 foto;5;Cocok buat mengedukasi masyarakat tentang batik terutama generasi muda
bayu taufani haryantoLocal Guide · 45 ulasan · 573 foto;5;Tempat yang bagus, tiket masuk murah, pelayanan baik, koleksi batik yang ditata rapih segaligus info berguna yang mudah untuk dilihat. Yang terpenting, di sini bisa mencoba gimana rasanya ngebatik dan gratis (sudah termasuk tiket masuk)
suhadi hermanto37 ulasan · 2 foto;5;"Menambah wawasan,
Di sini siapapun bisa coba cara membatik,
Di sini tempat masyarakat umum dan para pelajar belajar membatik,
Ternyata indonesia kaya akan batik,
Di sini terdapat koleksi batik nusantara dari sumatra sampai papua, karya nenek moyang yang sudah seharusnya kita jaga dan kita lestarikan,
Bravo museum batik pekalongan."
Agus CPLocal Guide · 233 ulasan · 197 foto;5;Cara mengabadikan Seni Batik, semoga tidak luntur oleh perkembagan pewarnaan tekstil modern..
